data,evento,eh_feriado,vespera_feriado,eh_reuniao_impacto,tem_refeicao,eh_evento_especial,etapa
2023-10-15,DOMINGO,0,0,0,0,0,4
2023-10-16,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-17,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-18,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-19,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-20,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-21,SABADO,0,0,0,0,0,4
2023-10-22,DOMINGO,0,0,0,0,0,4
2023-10-23,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-24,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-25,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-26,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-27,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-28,SABADO,0,0,0,0,0,4
2023-10-29,DOMINGO,0,0,0,0,0,4
2023-10-30,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-10-31,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-01,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-02,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-03,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-04,SABADO,0,0,0,0,0,4
2023-11-05,DOMINGO,0,0,0,0,0,4
2023-11-06,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-07,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-08,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-09,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-10,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-11,SABADO,0,0,0,0,0,4
2023-11-12,DOMINGO,0,0,0,0,0,4
2023-11-13,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-14,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-15,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-16,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-17,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-18,SABADO,0,0,0,0,0,4
2023-11-19,DOMINGO,0,0,0,0,0,4
2023-11-20,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-21,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-22,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-23,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-24,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-25,SABADO,0,0,0,0,0,4
2023-11-26,DOMINGO,0,0,0,0,0,4
2023-11-27,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-28,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-29,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-11-30,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-01,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-02,SABADO,0,0,0,0,0,4
2023-12-03,DOMINGO,0,0,0,0,0,4
2023-12-04,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-05,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-06,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-07,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-08,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-09,SABADO,0,0,0,0,0,4
2023-12-10,DOMINGO,0,0,0,0,0,4
2023-12-11,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-12,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-13,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-14,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-15,DIA LETIVO PADRAO,0,0,0,1,0,4
2023-12-16,SABADO,0,0,0,0,0,0
2023-12-17,DOMINGO,0,0,0,0,0,0
2023-12-18,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-19,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-20,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-21,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-22,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-23,SABADO,0,0,0,0,0,0
2023-12-24,DOMINGO,0,0,0,0,0,0
2023-12-25,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-26,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-27,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-28,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-29,DIA LETIVO PADRAO,0,0,0,1,0,0
2023-12-30,SABADO,0,0,0,0,0,0
2023-12-31,DOMINGO,0,0,0,0,0,0
2024-01-01,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-02,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-03,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-04,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-05,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-06,SABADO,0,0,0,0,0,0
2024-01-07,DOMINGO,0,1,0,0,0,0
2024-01-08,"RECESSO 1 2 3 4 5 6 09 – REVOLUÇÃO /MOVIMENTO CONSTITUCIONALISTA DE 1932 – LEI ESTADUAL Nº 9.497, DE 05/03/1997 (FERIADO ESTADUAL) 7 8 9 10 11 12 13 10 A 24 – FÉRIAS DOCENTES E DISCENTES (15 DIAS CORRIDOS) – PORTARIA Nº 2.791, DE 08 DE DEZEMBRO DE 2010 14 15 16 17 18 19 20 25 - REPLANEJAMENTO 21 22 23 24 25 26 27 26 E 29 - CSP - CONSELHO DE CLASSE CONSULTIVO DO 2º BIMESTRE 28 29 30 31 DIAS 1 1 1 0 1 0 ACUMULADO 1 1 1 0 1 0 DIAS LETIVOS NO MÊS 4 DIAS LETIVOS ACUMULADOS NO SEMESTRE 4 DIAS LETIVOS ACUMULADOS NO ANO 107 ATIVIDADES / EVENTOS",1,0,1,0,0,0
2024-01-09,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-10,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-11,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-12,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-13,SABADO,0,0,0,0,0,0
2024-01-14,DOMINGO,0,0,0,0,0,0
2024-01-15,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-16,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-17,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-18,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-19,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-20,SABADO,0,0,0,0,0,0
2024-01-21,DOMINGO,0,0,0,0,0,0
2024-01-22,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-23,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-24,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-25,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-26,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-27,SABADO,0,0,0,0,0,0
2024-01-28,DOMINGO,0,0,0,0,0,0
2024-01-29,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-30,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-01-31,DIA LETIVO PADRAO,0,0,0,0,0,0
2024-02-01,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-02-02,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-02-03,SABADO,0,0,0,0,0,0
2024-02-04,DOMINGO,0,0,0,0,0,0
2024-02-05,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-06,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-07,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-08,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-09,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-10,SABADO,0,0,0,0,0,1
2024-02-11,DOMINGO,0,0,0,0,0,1
2024-02-12,"ENCONTRO DA CSP COM OS ESTUDANTES DO INTEGRADO 1 2 3 23 - PRAZO MÁXIMO PARA CANCELAMENTO NAS DISCIPLINAS OPTATIVAS 4 5 6 7 8 9 10 24- REPOSIÇÃO DE AULA (SEGUNDA-FEIRA) 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 DIAS 4 4 4 5 5 1 ACUMULADO 5 5 5 5 6 1 DIAS LETIVOS NO MÊS 23 DIAS LETIVOS ACUMULADOS NO SEMESTRE 27 DIAS LETIVOS ACUMULADOS NO ANO 130 ATIVIDADES / EVENTOS",0,0,0,1,0,1
2024-02-13,"ENCONTRO DA CSP COM OS ESTUDANTES DO INTEGRADO 1 2 3 23 - PRAZO MÁXIMO PARA CANCELAMENTO NAS DISCIPLINAS OPTATIVAS 4 5 6 7 8 9 10 24- REPOSIÇÃO DE AULA (SEGUNDA-FEIRA) 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 DIAS 4 4 4 5 5 1 ACUMULADO 5 5 5 5 6 1 DIAS LETIVOS NO MÊS 23 DIAS LETIVOS ACUMULADOS NO SEMESTRE 27 DIAS LETIVOS ACUMULADOS NO ANO 130 ATIVIDADES / EVENTOS",0,0,0,1,0,1
2024-02-14,"ENCONTRO DA CSP COM OS ESTUDANTES DO INTEGRADO 1 2 3 23 - PRAZO MÁXIMO PARA CANCELAMENTO NAS DISCIPLINAS OPTATIVAS 4 5 6 7 8 9 10 24- REPOSIÇÃO DE AULA (SEGUNDA-FEIRA) 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 DIAS 4 4 4 5 5 1 ACUMULADO 5 5 5 5 6 1 DIAS LETIVOS NO MÊS 23 DIAS LETIVOS ACUMULADOS NO SEMESTRE 27 DIAS LETIVOS ACUMULADOS NO ANO 130 ATIVIDADES / EVENTOS",0,0,0,1,0,1
2024-02-15,"ENCONTRO DA CSP COM OS ESTUDANTES DO INTEGRADO 1 2 3 23 - PRAZO MÁXIMO PARA CANCELAMENTO NAS DISCIPLINAS OPTATIVAS 4 5 6 7 8 9 10 24- REPOSIÇÃO DE AULA (SEGUNDA-FEIRA) 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 DIAS 4 4 4 5 5 1 ACUMULADO 5 5 5 5 6 1 DIAS LETIVOS NO MÊS 23 DIAS LETIVOS ACUMULADOS NO SEMESTRE 27 DIAS LETIVOS ACUMULADOS NO ANO 130 ATIVIDADES / EVENTOS",0,0,0,1,0,1
2024-02-16,"ENCONTRO DA CSP COM OS ESTUDANTES DO INTEGRADO 1 2 3 23 - PRAZO MÁXIMO PARA CANCELAMENTO NAS DISCIPLINAS OPTATIVAS 4 5 6 7 8 9 10 24- REPOSIÇÃO DE AULA (SEGUNDA-FEIRA) 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 DIAS 4 4 4 5 5 1 ACUMULADO 5 5 5 5 6 1 DIAS LETIVOS NO MÊS 23 DIAS LETIVOS ACUMULADOS NO SEMESTRE 27 DIAS LETIVOS ACUMULADOS NO ANO 130 ATIVIDADES / EVENTOS",0,0,0,1,0,1
2024-02-17,SABADO,0,0,0,0,0,1
2024-02-18,DOMINGO,0,0,0,0,0,1
2024-02-19,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-20,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-21,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-22,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-23,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-24,SABADO,0,0,0,0,0,1
2024-02-25,DOMINGO,0,0,0,0,0,1
2024-02-26,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-27,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-28,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-02-29,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-01,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-02,SABADO,0,0,0,0,0,1
2024-03-03,DOMINGO,0,0,0,0,0,1
2024-03-04,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-05,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-06,DIA LETIVO PADRAO,0,1,0,1,0,1
2024-03-07,"INDEPENDÊNCIA DO BRASIL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONAL) 1 2 3 4 5 6 7 08 – FUNDAÇÃO DE ITAQUAQUECETUBA - LEI ORGÂNICA (FERIADO MUNICIPALL) 8 9 10 11 12 13 14 16 A 20 - ENCONTRO DA CSP COM OS ESTUDANTES DO INTEGRADO 15 16 17 18 19 20 21 22 – ATIVIDADES ALUSIVAS AO ANIVERSÁRIO DO IFSP 22 23 24 25 26 27 28 29 30 DIAS 5 4 4 4 4 0 ACUMULADO 10 9 9 9 10 1 DIAS LETIVOS NO MÊS 21 DIAS LETIVOS ACUMULADOS NO SEMESTRE 48 DIAS LETIVOS ACUMULADOS NO ANO 151 ATIVIDADES / EVENTOS",1,0,0,0,0,1
2024-03-08,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-09,SABADO,0,0,0,0,0,1
2024-03-10,DOMINGO,0,0,0,0,0,1
2024-03-11,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-12,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-13,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-14,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-15,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-16,SABADO,0,0,0,0,0,1
2024-03-17,DOMINGO,0,0,0,0,0,1
2024-03-18,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-19,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-20,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-21,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-22,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-23,SABADO,0,0,0,0,0,1
2024-03-24,DOMINGO,0,0,0,0,0,1
2024-03-25,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-26,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-27,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-28,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-29,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-03-30,SABADO,0,0,0,0,0,1
2024-03-31,DOMINGO,0,0,0,0,0,1
2024-04-01,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-02,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-03,DIA LETIVO PADRAO,0,1,0,1,0,1
2024-04-04,"DATA LIMITE PARA ENTREGA DE NOTAS E FALTAS 1 2 3 4 5  09 A 11 - CSP CONSELHO DE CLASSE CONSULTIVO 3º BIMESTRE 6 7 8 9 10 11 12 12 – NOSSA SENHORA APARECIDA – LEI FEDERAL Nº 6.802, DE 30/06/1980 (FERIADO NACIONALL) 13 14 15 16 17 18 19 14 – RECESSO 20 21 22 23 24 25 26 15 – DIA DO PROFESSOR – DECRETO FEDERAL Nº 52.682, DE 14/10/1963 27 28 29 30 31 16 A 19 - SEMANA NACIONAL DE CIÊNCIA E TECNOLOGIA (SNCT)",1,0,1,0,1,1
2024-04-05,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-06,SABADO,0,0,0,0,0,1
2024-04-07,DOMINGO,0,0,0,0,0,1
2024-04-08,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-09,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-10,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-11,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-12,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-13,SABADO,0,0,0,0,0,1
2024-04-14,DOMINGO,0,0,0,0,0,1
2024-04-15,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-16,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-17,DIA LETIVO PADRAO,0,0,0,1,0,1
2024-04-18,DIA LETIVO PADRAO,0,1,0,1,0,1
2024-04-19,"REPOSIÇÃO DE AULA (QUARTA-FEIRA) DIAS 2 4 5 5 4 1 28 – DIA DO SERVIDOR PÚBLICO – ART. 236 DA LEI Nº 8.112, DE 11/12/1990 / (FERIADO FEDERAL / PONTO FACULTATIVO) ACUMULADO 12 13 14 14 14 2 DIAS LETIVOS NO MÊS 21 DIAS LETIVOS ACUMULADOS NO SEMESTRE 69 DIAS LETIVOS ACUMULADOS NO ANO 172 ATIVIDADES / EVENTOS",1,0,0,0,0,1
2024-04-20,SABADO,0,0,0,0,0,1
2024-04-21,DOMINGO,0,0,0,0,0,0
2024-04-22,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-04-23,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-04-24,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-04-25,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-04-26,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-04-27,SABADO,0,0,0,0,0,2
2024-04-28,DOMINGO,0,0,0,0,0,2
2024-04-29,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-04-30,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-01,DIA LETIVO PADRAO,0,1,0,1,0,2
2024-05-02,"FINADOS – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONAL) 1 2 11 A 14 - ENCONTRO DA CSP COM OS ESTUDANTES DO INTEGRADO 3 4 5 6 7 8 9 15 – PROCLAMAÇÃO DA REPÚBLICA – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONAL) 10 11 12 13 14 15 16 20 – DIA ESTADUAL DA CONSCIÊNCIA NEGRA – LEI ESTADUAL Nº. 17.746 DE 12/09/2023 (FERIADO ESTADUAL) 17 18 19 20 21 22 23 21 A 23 SEMANA DA CONSCIÊNCIA NEGRA 24 25 26 27 28 29 30 23 - REPOSIÇÃO DE AULA (SEXTA-FEIRA) DIAS 4 4 3 4 4 1 ACUMULADO 16 17 17 18 18 3 DIAS LETIVOS NO MÊS 20 DIAS LETIVOS ACUMULADOS NO SEMESTRE 89 DIAS LETIVOS ACUMULADOS NO ANO 192 ATIVIDADES / EVENTOS",1,0,0,0,1,2
2024-05-03,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-04,SABADO,0,0,0,0,0,2
2024-05-05,DOMINGO,0,0,0,0,0,2
2024-05-06,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-07,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-08,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-09,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-10,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-11,SABADO,0,0,0,0,0,2
2024-05-12,DOMINGO,0,0,0,0,0,2
2024-05-13,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-14,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-15,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-16,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-17,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-18,SABADO,0,0,0,0,0,2
2024-05-19,DOMINGO,0,0,0,0,0,2
2024-05-20,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-21,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-22,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-23,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-24,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-25,SABADO,0,0,0,0,0,2
2024-05-26,DOMINGO,0,0,0,0,0,2
2024-05-27,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-28,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-29,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-30,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-05-31,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-01,SABADO,0,0,0,0,0,2
2024-06-02,DOMINGO,0,0,0,0,0,2
2024-06-03,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-04,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-05,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-06,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-07,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-08,SABADO,0,0,0,0,0,2
2024-06-09,DOMINGO,0,0,0,0,0,2
2024-06-10,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-11,"DATA LIMITE PARA ENTREGA DE NOTAS E FALTAS 1 2 3 4 5 6 7",0,1,0,1,0,2
2024-06-12,"REAVALIAÇÃO 8 9 10 11 12 13 14 18 - DATA LIMITE PARA ENTREGA DE NOTAS DE REAVALIAÇÃO 15 16 17 18 19 20 21 19 E 20 - CONSELHO DELIBERATIVO 22 23 24 25 26 27 28 23 A 31 – RECESSO ESCOLAR E ADMINISTRATIVO 29 30 31 25 – NATAL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONALL) DIAS 2 2 2 1 1 0 ACUMULADO 18 19 19 19 19 3 DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 97 DIAS LETIVOS ACUMULADOS NO ANO 200",1,1,1,0,0,2
2024-06-13,"REAVALIAÇÃO 8 9 10 11 12 13 14 18 - DATA LIMITE PARA ENTREGA DE NOTAS DE REAVALIAÇÃO 15 16 17 18 19 20 21 19 E 20 - CONSELHO DELIBERATIVO 22 23 24 25 26 27 28 23 A 31 – RECESSO ESCOLAR E ADMINISTRATIVO 29 30 31 25 – NATAL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONALL) DIAS 2 2 2 1 1 0 ACUMULADO 18 19 19 19 19 3 DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 97 DIAS LETIVOS ACUMULADOS NO ANO 200",1,1,1,0,0,2
2024-06-14,"REAVALIAÇÃO 8 9 10 11 12 13 14 18 - DATA LIMITE PARA ENTREGA DE NOTAS DE REAVALIAÇÃO 15 16 17 18 19 20 21 19 E 20 - CONSELHO DELIBERATIVO 22 23 24 25 26 27 28 23 A 31 – RECESSO ESCOLAR E ADMINISTRATIVO 29 30 31 25 – NATAL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONALL) DIAS 2 2 2 1 1 0 ACUMULADO 18 19 19 19 19 3 DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 97 DIAS LETIVOS ACUMULADOS NO ANO 200",1,1,1,0,0,2
2024-06-15,"REAVALIAÇÃO 8 9 10 11 12 13 14 18 - DATA LIMITE PARA ENTREGA DE NOTAS DE REAVALIAÇÃO 15 16 17 18 19 20 21 19 E 20 - CONSELHO DELIBERATIVO 22 23 24 25 26 27 28 23 A 31 – RECESSO ESCOLAR E ADMINISTRATIVO 29 30 31 25 – NATAL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONALL) DIAS 2 2 2 1 1 0 ACUMULADO 18 19 19 19 19 3 DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 97 DIAS LETIVOS ACUMULADOS NO ANO 200",1,1,1,0,0,2
2024-06-16,"REAVALIAÇÃO 8 9 10 11 12 13 14 18 - DATA LIMITE PARA ENTREGA DE NOTAS DE REAVALIAÇÃO 15 16 17 18 19 20 21 19 E 20 - CONSELHO DELIBERATIVO 22 23 24 25 26 27 28 23 A 31 – RECESSO ESCOLAR E ADMINISTRATIVO 29 30 31 25 – NATAL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONALL) DIAS 2 2 2 1 1 0 ACUMULADO 18 19 19 19 19 3 DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 97 DIAS LETIVOS ACUMULADOS NO ANO 200",1,1,1,0,0,2
2024-06-17,"REAVALIAÇÃO 8 9 10 11 12 13 14 18 - DATA LIMITE PARA ENTREGA DE NOTAS DE REAVALIAÇÃO 15 16 17 18 19 20 21 19 E 20 - CONSELHO DELIBERATIVO 22 23 24 25 26 27 28 23 A 31 – RECESSO ESCOLAR E ADMINISTRATIVO 29 30 31 25 – NATAL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONALL) DIAS 2 2 2 1 1 0 ACUMULADO 18 19 19 19 19 3 DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 97 DIAS LETIVOS ACUMULADOS NO ANO 200",1,1,1,0,0,2
2024-06-18,"REAVALIAÇÃO 8 9 10 11 12 13 14 18 - DATA LIMITE PARA ENTREGA DE NOTAS DE REAVALIAÇÃO 15 16 17 18 19 20 21 19 E 20 - CONSELHO DELIBERATIVO 22 23 24 25 26 27 28 23 A 31 – RECESSO ESCOLAR E ADMINISTRATIVO 29 30 31 25 – NATAL – LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO NACIONALL) DIAS 2 2 2 1 1 0 ACUMULADO 18 19 19 19 19 3 DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 97 DIAS LETIVOS ACUMULADOS NO ANO 200",1,0,1,0,0,2
2024-06-19,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-20,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-21,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-22,SABADO,0,0,0,0,0,2
2024-06-23,DOMINGO,0,0,0,0,0,2
2024-06-24,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-25,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-26,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-27,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-28,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-06-29,SABADO,0,0,0,0,0,2
2024-06-30,DOMINGO,0,0,0,0,0,2
2024-07-01,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-07-02,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-07-03,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-07-04,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-07-05,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-07-06,SABADO,0,0,0,0,0,2
2024-07-07,DOMINGO,0,0,0,0,0,2
2024-07-08,DIA LETIVO PADRAO,0,0,0,1,0,2
2024-07-09,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-10,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-11,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-12,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-13,SABADO,0,0,0,0,0,0
2024-07-14,DOMINGO,0,0,0,0,0,0
2024-07-15,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-16,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-17,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-18,DIA LETIVO PADRAO,0,0,0,1,0,0
